s1_id,target_id,country,source,v3_rank,v3_score,model_score
S1-233057169,S2-713523554,US,S2,11,0.4905,0.9862
S1-233099404,S3-966559697,US,S3,1,0.9333,0.9907
S1-233101710,S3-24996503,US,S3,1,1.0000,0.9995
S1-233101710,S2-98289927,US,S2,2,1.0000,1.0000
S1-233101710,S2-496870602,US,S2,3,0.7771,0.9981
S1-233101710,S2-330823908,US,S2,4,0.7724,0.9990
S1-233101710,S3-235413327,US,S3,120,0.6288,0.9618
S1-233108163,S2-440938365,India,S2,1,1.0000,0.9968
S1-233108163,S3-586821842,India,S3,2,0.9000,0.9928
S1-233108163,S3-462902835,India,S3,3,0.7667,0.9795
S1-233108163,S3-669663414,India,S3,8,0.7179,0.9825
S1-233147510,S3-551720857,US,S3,1,1.0000,1.0000
S1-233240667,S2-496626241,US,S2,1,0.8619,0.9991
S1-233304153,S2-577377094,US,S2,1,0.9000,0.9648
S1-233304153,S3-880276806,US,S3,2,0.7667,0.1716
S1-233304153,S3-129451736,US,S3,7,0.4187,0.0482
S1-23342503,S2-473760112,India,S2,2,1.0000,1.0000
S1-23342503,S2-174138601,India,S2,3,1.0000,0.9942
S1-23342503,S3-590552690,India,S3,4,0.9000,0.8410
S1-23342503,S3-544947126,India,S3,11,0.6471,0.8696
S1-233446121,S3-457653996,US,S3,1,0.7987,0.9992
S1-233446121,S3-724677347,US,S3,2,0.7679,0.9959
S1-233646106,S2-17922689,US,S2,1,0.8014,0.9987
S1-233646106,S2-999786142,US,S2,27,0.5404,0.9980
S1-233708453,S2-419768224,India,S2,1,1.0000,1.0000
S1-233708453,S3-527423980,India,S3,57,0.5942,0.9422
S1-233708453,S3-520984018,India,S3,121,0.4208,0.9058
S1-233747988,S3-819481028,India,S3,1,1.0000,1.0000
S1-233747988,S2-906929676,India,S2,2,1.0000,0.9999
S1-233747988,S2-136762070,India,S2,3,1.0000,0.9999
S1-233747988,S3-240697981,India,S3,5,0.8083,0.9632
S1-233753531,S3-668535807,India,S3,1,0.7460,0.9923
S1-233753531,S3-533979090,India,S3,5,0.6810,0.9805
S1-233799875,S2-722209647,India,S2,1,1.0000,0.9996
S1-233799875,S2-690000896,India,S2,2,1.0000,1.0000
S1-233799875,S2-62779429,India,S2,3,1.0000,0.9996
S1-233799875,S3-811437612,India,S3,4,0.8667,0.9939
S1-233830771,S3-793736131,India,S3,1,1.0000,0.9950
S1-233830771,S3-751537275,India,S3,2,1.0000,0.9996
S1-233873368,S2-993499533,US,S2,1,0.9000,1.0000
S1-233873368,S2-806636999,US,S2,2,0.9000,1.0000
S1-233873368,S2-159912400,US,S2,4,0.6804,0.9990
S1-233873368,S3-593142351,US,S3,5,0.5985,0.9168
S1-233931326,S3-236632091,US,S3,1,1.0000,1.0000
S1-233931326,S3-178965264,US,S3,2,1.0000,1.0000
S1-233931326,S3-82162236,US,S3,3,0.8067,0.9992
S1-233931326,S3-331903439,US,S3,4,0.7992,0.9980
S1-23394174,S2-453207782,US,S2,1,1.0000,1.0000
S1-23394174,S2-393554732,US,S2,2,1.0000,0.9984
S1-23394174,S2-118125239,US,S2,3,1.0000,1.0000
S1-23394174,S2-449200234,US,S2,4,0.7658,0.9987
S1-233963629,S2-730307842,India,S2,1,1.0000,0.9996
S1-233963629,S2-626997525,India,S2,2,0.8500,0.9993
S1-233969197,S3-143412544,US,S3,1,1.0000,1.0000
S1-233969197,S3-525707517,US,S3,2,0.8376,0.9986
S1-233969197,S2-285456867,US,S2,4,0.7667,0.7868
S1-233978011,S3-720303627,India,S3,5,0.9000,0.9847
S1-233978011,S2-187707424,India,S2,1721,0.5638,0.9995
S1-233978011,S3-595454050,India,S3,1766,0.4638,0.2021
S1-233987263,S3-855947386,US,S3,1,1.0000,0.9997
S1-233987263,S3-573278151,US,S3,2,1.0000,1.0000
S1-233987263,S2-934653688,US,S2,3,1.0000,1.0000
S1-233987263,S2-178749250,US,S2,4,1.0000,0.9998
S1-233987263,S2-712124789,US,S2,5,0.8593,0.9990
S1-233988296,S3-895718103,US,S3,1,0.8407,0.9994
S1-233988296,S3-36231345,US,S3,2,0.8204,0.9973
S1-233994956,S3-657343397,US,S3,1,1.0000,1.0000
S1-233994956,S2-11356252,US,S2,2,0.8823,0.9998
S1-233994956,S3-885053639,US,S3,3,0.7667,0.5140
S1-234051808,S2-584677863,India,S2,66,0.7667,0.8144
S1-234051808,S2-562875574,India,S2,67,0.7667,0.9994
S1-234051808,S2-562238011,India,S2,68,0.7667,0.8144
S1-234051808,S2-267950169,India,S2,81,0.7667,0.5923
S1-234149253,S3-613739312,US,S3,1,1.0000,1.0000
S1-234149253,S2-743437331,US,S2,2,1.0000,0.9998
S1-234149253,S2-124716395,US,S2,3,1.0000,1.0000
S1-234149253,S3-470327997,US,S3,4,0.7778,0.9929
S1-234149253,S3-992941095,US,S3,273,0.7429,0.9995
S1-23415640,S3-648730918,India,S3,1,1.0000,1.0000
S1-23415640,S2-524400498,India,S2,2,1.0000,0.9984
S1-23415640,S2-426489713,India,S2,3,1.0000,0.9984
S1-23415640,S3-790596969,India,S3,82,0.4889,0.9915
S1-234174856,S2-724829137,US,S2,1,1.0000,1.0000
S1-234174856,S3-255569368,US,S3,2,0.9333,0.9996
S1-234174856,S3-580037452,US,S3,3,0.6800,0.9986
S1-234259508,S2-875228850,India,S2,1,1.0000,0.9997
S1-234259508,S2-368266996,India,S2,2,0.9161,0.9998
S1-234306288,S2-283342129,US,S2,1,0.9000,0.9982
S1-23430672,S3-942976912,India,S3,1,1.0000,1.0000
S1-234348157,S3-501799765,US,S3,1,1.0000,0.9998
S1-234348157,S3-460931174,US,S3,2,1.0000,1.0000
S1-234348157,S2-743892457,US,S2,3,1.0000,0.9998
S1-234348157,S3-638665084,US,S3,4,0.7995,0.9999
S1-234348157,S3-317524694,US,S3,5,0.7818,0.9988
S1-234348157,S3-394223263,US,S3,15,0.7370,0.9989
S1-234356031,S3-842698399,US,S3,1,1.0000,1.0000
S1-234356031,S3-162243392,US,S3,153,0.7667,0.9981
S1-234356031,S3-792432424,US,S3,294,0.7126,0.9983
S1-234356031,S3-27687757,US,S3,295,0.7037,0.9987
S1-234367506,S3-276441199,US,S3,1,1.0000,0.9997
S1-234367506,S2-828905915,US,S2,2,1.0000,0.9994
S1-234367506,S2-105202077,US,S2,3,1.0000,1.0000
S1-234367506,S2-459079144,US,S2,8,0.7333,0.9969
S1-234374589,S3-541188576,US,S3,1,1.0000,1.0000
S1-234374589,S2-294001693,US,S2,2,1.0000,1.0000
S1-234374766,S3-413876127,India,S3,1,1.0000,1.0000
S1-234374766,S3-802237736,India,S3,66,0.6000,0.9911
S1-234416810,S2-445777905,US,S2,1,1.0000,0.9995
S1-234416810,S3-234752958,US,S3,2,0.7950,0.9996
S1-234416810,S3-663525313,US,S3,3,0.7667,0.8833
S1-234416810,S2-115934115,US,S2,6,0.7658,0.9984
S1-234416810,S3-680334346,US,S3,7,0.7500,0.9732
S1-234416810,S2-760778271,US,S2,8,0.6733,0.9985
S1-234440757,S3-821687317,India,S3,1,1.0000,0.9982
S1-234440757,S2-662413926,India,S2,2,1.0000,0.9995
S1-234440757,S3-608306464,India,S3,3,0.8333,0.9907
S1-234440757,S3-789430699,India,S3,9,0.5815,0.9817
S1-234559188,S3-245821532,India,S3,1,1.0000,0.9999
S1-234559188,S2-877775673,India,S2,2,1.0000,0.9781
S1-234559188,S2-223632939,India,S2,3,1.0000,0.9781
S1-234559188,S2-123378036,India,S2,4,1.0000,0.9989
S1-234559188,S3-675758018,India,S3,16,0.7667,0.9066
S1-234565940,S3-876719466,US,S3,1,0.9222,0.9999
S1-234565940,S3-191665689,US,S3,134,0.7652,0.9971
S1-234567237,S3-772256835,US,S3,1,1.0000,1.0000
S1-234567237,S2-966115501,US,S2,2,0.8500,0.9987
S1-234567237,S2-816939302,US,S2,3,0.8212,0.9997
S1-234567237,S2-338743053,US,S2,7,0.6551,0.7107
S1-234697944,S2-743328122,India,S2,1,1.0000,0.9992
S1-234697944,S3-481322463,India,S3,2,0.9000,0.9990
S1-234720111,S3-956768533,US,S3,1,1.0000,0.9997
S1-234720111,S3-827076184,US,S3,2,1.0000,0.9991
S1-234720111,S3-583987448,US,S3,3,1.0000,1.0000
S1-234720111,S3-289662544,US,S3,4,0.7667,0.9988
S1-234720111,S2-958838287,US,S2,5,0.7667,0.5760
S1-234720111,S2-739386062,US,S2,7,0.7667,0.5760
S1-23483728,S3-898765963,US,S3,1,1.0000,1.0000
S1-23483728,S3-99332890,US,S3,2,0.7970,0.9967
S1-23483728,S2-137028609,US,S2,214,0.7667,0.9801
S1-234903592,S2-935511716,US,S2,1,1.0000,0.9996
S1-234903592,S3-304310771,US,S3,2,0.8500,0.9984
S1-235005536,S3-801008615,US,S3,1,1.0000,1.0000
S1-235005536,S2-352706933,US,S2,2,1.0000,1.0000
S1-235055014,S3-62117030,US,S3,1,1.0000,1.0000
S1-235055014,S3-161014358,US,S3,3,0.8667,0.9992
S1-235055014,S2-688498370,US,S2,340,0.7667,0.7511
S1-235055014,S2-482176371,US,S2,375,0.7667,0.2535
S1-235055014,S3-246943576,US,S3,447,0.6208,0.9997
S1-235058113,S3-694199130,US,S3,1,1.0000,0.9996
S1-235228607,S2-736060772,US,S2,1,1.0000,0.9998
S1-235278349,S3-590297164,US,S3,1,1.0000,1.0000
S1-235278349,S2-109610820,US,S2,2,1.0000,1.0000
S1-2353243,S2-189548853,US,S2,1,1.0000,0.9997
S1-2353243,S3-480495977,US,S3,2,0.8667,0.4243
S1-235385519,S2-706683327,US,S2,1,1.0000,0.9998
S1-235385519,S2-111020216,US,S2,2,1.0000,1.0000
S1-235385519,S3-715422986,US,S3,3,0.8282,0.9986
S1-235385519,S2-389372548,US,S2,4,0.6125,0.9665
S1-235386974,S3-735132956,US,S3,1,1.0000,0.9997
S1-235386974,S2-709415345,US,S2,2,0.7875,0.9992
S1-235386974,S2-709440855,US,S2,3,0.7658,0.9987
S1-235388274,S3-440534301,US,S3,1,1.0000,0.9998
S1-235388274,S2-298275080,US,S2,2,1.0000,1.0000
S1-235388274,S3-818279061,US,S3,3,0.7515,0.9997
S1-235388274,S2-169920870,US,S2,4,0.7515,0.9996
S1-235450411,S3-252219606,US,S3,1,1.0000,1.0000
S1-235450411,S3-904260520,US,S3,8,0.7667,0.7429
S1-235450411,S2-619475656,US,S2,133,0.7667,0.9966
S1-235450411,S2-474958853,US,S2,145,0.7667,0.3317
S1-235474292,S2-947000004,India,S2,1,0.9500,0.9517
S1-235474292,S3-840174347,India,S3,2,0.8500,0.9678
S1-235474292,S3-701318898,India,S3,3,0.8500,0.9613
S1-235551900,S3-959017498,US,S3,1,1.0000,0.9995
S1-235551900,S2-94071269,US,S2,2,1.0000,1.0000
S1-235551900,S2-548307299,US,S2,3,1.0000,1.0000
S1-235551900,S2-377015417,US,S2,4,1.0000,0.9996
S1-235564298,S3-662495983,US,S3,1,0.7667,0.0063
S1-235564298,S3-564271420,US,S3,2,0.7667,0.5541
S1-235572547,S2-590757788,US,S2,1,1.0000,1.0000
S1-235572547,S2-159269094,US,S2,2,0.8760,0.9993
S1-235572547,S3-377837124,US,S3,3,0.8415,0.9984
S1-235572547,S2-240287675,US,S2,4,0.8131,0.9996
S1-235577678,S2-753659214,India,S2,1,1.0000,0.9997
S1-235577678,S3-384412012,India,S3,2,0.9000,0.9798
S1-235825895,S2-977599758,India,S2,1,1.0000,0.9997
S1-235825895,S3-380536625,India,S3,2,0.8471,0.9977
S1-235825895,S2-728292647,India,S2,14,0.7389,0.9981
S1-235825895,S3-494646170,India,S3,15,0.7306,0.9950
S1-23583668,S3-940122799,US,S3,1,1.0000,0.9998
S1-23583668,S3-631876340,US,S3,2,1.0000,1.0000
S1-23583668,S2-480344935,US,S2,3,1.0000,0.9999
S1-23583668,S2-126837035,US,S2,4,1.0000,0.9999
S1-23583668,S2-493384979,US,S2,8,0.7667,0.7859
S1-235855176,S3-926403045,US,S3,1,0.8823,0.9998
S1-235855176,S3-864675790,US,S3,2,0.6476,0.9962
S1-235860212,S2-976784588,US,S2,1,0.9000,0.9902
S1-235860212,S2-856074164,US,S2,2,0.9000,0.9998
S1-2358732,S3-803713308,US,S3,2,0.6533,0.9853
S1-2358732,S3-747305517,US,S3,3,0.6533,0.9602
S1-235896013,S3-427430531,India,S3,1,1.0000,1.0000
S1-235896013,S2-884518862,India,S2,4,0.7667,0.7233
S1-235896013,S2-609188049,India,S2,6,0.7667,0.9668
S1-235902241,S2-900221839,India,S2,1,1.0000,1.0000
S1-235947693,S3-582655813,US,S3,12,0.7667,0.5275
S1-235947693,S2-68121778,US,S2,39,0.7667,0.9997
S1-235947693,S2-316877865,US,S2,51,0.7667,0.9996
S1-235947693,S2-275961531,US,S2,52,0.7667,0.9971
S1-236024495,S2-563795304,US,S2,1,0.8667,0.8483
S1-236024495,S2-325110277,US,S2,2,0.8667,0.8483
S1-236040330,S3-712171014,US,S3,1,1.0000,0.9997
S1-236040330,S3-497752479,US,S3,2,1.0000,0.9996
S1-236040330,S3-35244450,US,S3,3,1.0000,0.9997
S1-236040330,S3-23587039,US,S3,4,1.0000,0.9995
S1-236040330,S2-60083664,US,S2,8,0.7667,0.3825
S1-236040330,S2-438890065,US,S2,9,0.7667,0.9992
S1-236040330,S3-44553971,US,S3,12,0.6556,0.9972
S1-236073441,S2-33117315,US,S2,1,1.0000,1.0000
S1-236073441,S2-847034627,US,S2,2,0.7967,0.9997
S1-236103241,S3-324818279,US,S3,1,0.8059,0.9999
S1-236103241,S2-552841731,US,S2,2,0.7667,0.2990
S1-236103241,S2-546099572,US,S2,3,0.7667,0.4422
S1-236103241,S3-997080390,US,S3,4,0.6958,0.3950
S1-23611094,S3-252271740,India,S3,1,1.0000,1.0000
S1-23611094,S3-243331654,India,S3,2,1.0000,0.9992
S1-23611094,S2-617296502,India,S2,3,1.0000,0.9982
S1-23611094,S3-156054196,India,S3,68,0.7544,0.9982
S1-23611094,S3-502024871,India,S3,81,0.6641,0.9984
S1-236212205,S2-675853629,US,S2,1,1.0000,1.0000
S1-236212205,S3-764214297,US,S3,2,0.8131,0.9988
S1-236212205,S3-540328486,US,S3,3,0.8131,0.9970
S1-236256956,S2-890594190,US,S2,1,1.0000,0.9992
S1-236256956,S2-154218334,US,S2,2,1.0000,0.9996
S1-236256956,S2-967055009,US,S2,3,0.9212,0.9993
S1-236256956,S2-704187827,US,S2,4,0.7667,0.7814
S1-236256956,S3-611650020,US,S3,5,0.7146,0.9999
S1-236311598,S2-597823876,India,S2,1,1.0000,0.9997
S1-236378706,S3-310307095,US,S3,1,1.0000,1.0000
S1-236378706,S2-951849658,US,S2,2,0.8862,0.9994
S1-236378706,S3-415404815,US,S3,3,0.7812,1.0000
S1-236380644,S2-972514790,India,S2,1,1.0000,1.0000
S1-236380644,S2-247944520,India,S2,2,1.0000,0.9995
S1-236380644,S3-506261090,India,S3,3,0.8899,0.9995
S1-236384083,S3-816721269,US,S3,1,1.0000,0.9998
S1-236384083,S3-652690644,US,S3,2,1.0000,0.9998
S1-236384083,S2-225664845,US,S2,3,0.8667,0.9873
S1-236384083,S2-214287951,US,S2,4,0.7667,0.7364
S1-236633322,S3-40128586,US,S3,1,1.0000,0.9998
S1-236633322,S3-347345798,US,S3,2,1.0000,1.0000
S1-236633322,S3-345097359,US,S3,3,1.0000,0.9998
S1-236633322,S2-983883048,US,S2,4,1.0000,0.9997
S1-236633322,S2-545997363,US,S2,5,1.0000,0.9997
S1-236633322,S2-714126662,US,S2,6,0.8287,0.9995
S1-236633322,S3-133732642,US,S3,13,0.6847,0.9966
S1-23672897,S3-874081270,India,S3,1,1.0000,0.9984
S1-23672897,S3-494795800,India,S3,2,1.0000,0.9965
S1-23672897,S2-739413962,India,S2,3,1.0000,0.9977
S1-236794852,S2-451443648,US,S2,1,0.8933,0.9987
S1-236794852,S3-433045130,US,S3,4,0.7667,0.9991
S1-236794852,S3-209535068,US,S3,5,0.6923,0.9903
S1-236951245,S3-652387952,India,S3,1,0.9148,0.9997
S1-23703014,S3-85467296,US,S3,1,1.0000,1.0000
S1-23703014,S2-916550997,US,S2,2,1.0000,1.0000
S1-23703014,S3-266890745,US,S3,3,0.8387,0.9995
S1-237058628,S3-712303496,US,S3,1,1.0000,1.0000
S1-237058628,S2-49594879,US,S2,2,1.0000,1.0000
S1-237088889,S2-712256698,US,S2,1,1.0000,0.9997
S1-237088889,S3-719165933,US,S3,2,0.9000,0.9963
S1-237088889,S3-388956481,US,S3,3,0.9000,0.9999
S1-237088889,S3-244598434,US,S3,7,0.6667,0.9922
S1-237088889,S2-354244457,US,S2,8,0.6179,0.9966
S1-237238867,S2-960220646,US,S2,1,0.9000,1.0000
S1-237238867,S2-801769114,US,S2,2,0.9000,0.9971
S1-237238867,S3-165603449,US,S3,4,0.8667,0.7465
S1-237238867,S2-671109522,US,S2,5,0.7667,0.7834
S1-237282160,S3-143951568,US,S3,1,0.9000,0.9999
S1-237282160,S2-891564892,US,S2,3,0.9000,0.9999
S1-237282160,S2-921542375,US,S2,9,0.7667,0.9975
S1-237282160,S2-120588428,US,S2,14,0.7333,0.9980
S1-237311261,S2-309389436,India,S2,1,1.0000,1.0000
S1-237311261,S2-271381061,India,S2,2,1.0000,0.9972
S1-237311261,S3-948276345,India,S3,40,0.6724,0.9964
S1-237330264,S3-357930400,US,S3,1,1.0000,0.9990
S1-237330264,S3-256751515,US,S3,2,1.0000,0.9992
S1-237330264,S3-344399129,US,S3,92,0.6256,0.9965
S1-237330264,S2-129095134,US,S2,93,0.6256,0.9994
S1-237330264,S2-546394670,US,S2,94,0.6185,0.9991
S1-237337597,S2-679134478,India,S2,2,0.8692,0.9998
S1-237530515,S2-405928594,India,S2,1,0.8667,0.6720
S1-237576657,S3-909620398,US,S3,1,1.0000,0.9996
S1-237576657,S3-627716510,US,S3,17,0.6905,0.9969
S1-237602413,S3-48962621,US,S3,1,0.6007,0.9919
S1-237674596,S3-872847229,US,S3,1,0.7163,0.9989
S1-237688089,S3-742835364,US,S3,1,1.0000,0.9994
S1-237688089,S3-217947475,US,S3,2,1.0000,1.0000
S1-237688089,S2-78345807,US,S2,3,1.0000,1.0000
S1-237688089,S3-171737434,US,S3,30,0.7667,0.5939
S1-237688089,S3-501252172,US,S3,54,0.6269,0.9997
S1-237698661,S2-228714091,US,S2,1,1.0000,0.9996
S1-237698661,S2-316764462,US,S2,2,0.9232,0.9998
S1-237698661,S2-369808164,US,S2,3,0.8193,0.9998
S1-237698661,S3-945727542,US,S3,5,0.6899,0.9981
S1-237702882,S2-598612050,India,S2,8,0.8667,0.6517
S1-237702882,S2-197579980,India,S2,11,0.8667,0.9988
S1-237702882,S3-657866399,India,S3,31,0.7667,0.5553
S1-237855804,S3-931158974,US,S3,1,0.7667,0.2932
S1-237855804,S2-80608647,US,S2,7,0.7667,0.9874
S1-23788177,S3-830058540,US,S3,1,1.0000,1.0000
S1-23788177,S3-469080399,US,S3,2,1.0000,1.0000
S1-23788177,S2-632836867,US,S2,3,1.0000,0.9994
S1-23788177,S2-160387126,US,S2,4,1.0000,0.9994
S1-23788177,S2-723058404,US,S2,23,0.5914,0.9959
S1-237893409,S3-460530527,India,S3,113,0.5833,0.9944
S1-23797439,S2-565107176,US,S2,1,0.7667,0.9989
S1-237979397,S2-735541000,India,S2,1,0.9500,1.0000
S1-237979397,S2-379188149,India,S2,2,0.9500,0.9939
S1-237996694,S3-357947451,US,S3,1,1.0000,0.9998
S1-237996694,S2-896915107,US,S2,2,1.0000,0.9999
S1-237996694,S3-904341855,US,S3,3,0.8586,0.9998
S1-237996694,S2-718567074,US,S2,4,0.8268,0.9999
S1-237996694,S2-34507268,US,S2,5,0.7667,0.9301
S1-238075245,S2-639060825,US,S2,1,0.8451,0.9990
S1-238075245,S3-703205896,US,S3,2,0.8401,0.9998
S1-238201040,S3-8931591,India,S3,15,0.7667,0.6582
S1-238248930,S3-738414886,US,S3,1,1.0000,0.9992
S1-238248930,S2-434622407,US,S2,2,1.0000,0.9991
S1-238248930,S3-637916453,US,S3,3,0.7667,0.3970
S1-238251140,S3-971089714,US,S3,1,1.0000,1.0000
S1-238251140,S3-749821408,US,S3,2,1.0000,1.0000
S1-238251140,S2-940650959,US,S2,3,1.0000,1.0000
S1-238251140,S2-946789076,US,S2,5,0.7933,0.9997
S1-238372111,S2-496304625,India,S2,11,0.8667,0.8849
S1-238372111,S2-196122496,India,S2,1282,0.7615,0.9418
S1-238372111,S3-473811163,India,S3,1286,0.6167,0.9145
S1-238388820,S3-131455799,US,S3,1,0.7951,0.9992
S1-238388820,S3-91366188,US,S3,4,0.7667,0.9972
S1-238388820,S2-585017368,US,S2,9,0.7667,0.9927
S1-238388820,S3-686443991,US,S3,10,0.7395,0.9996
S1-238449499,S3-719562112,US,S3,1,1.0000,1.0000
S1-238449499,S2-685024052,US,S2,24,0.7667,0.9151
S1-23845024,S3-720513769,US,S3,1,0.9000,0.9999
S1-23845024,S2-678540386,US,S2,3,0.7756,0.9980
S1-23845024,S3-930257966,US,S3,164,0.7577,0.9995
S1-238451014,S2-230271310,India,S2,2,0.9333,0.9849
S1-238451014,S3-529856063,India,S3,3,0.8292,0.9964
S1-238526849,S2-544507882,US,S2,1,1.0000,0.9997
S1-238526849,S3-489965604,US,S3,2,0.6942,0.9985
S1-238549638,S2-756737443,India,S2,1,0.8667,0.9866
S1-238549638,S2-431855207,India,S2,2,0.8667,0.8450
S1-238610443,S3-552573103,US,S3,1,1.0000,1.0000
S1-238610443,S3-178751207,US,S3,3,0.7742,0.9995
S1-238610443,S2-136508522,US,S2,12,0.7667,0.9988
S1-238634400,S2-925920091,India,S2,2,1.0000,1.0000
S1-238634400,S3-471251050,India,S3,88,0.6667,0.9879
S1-238647705,S2-681367518,India,S2,33,0.5667,0.9853
S1-23867217,S2-317774672,India,S2,1,1.0000,0.9999
S1-23867217,S3-481495541,India,S3,7,0.6556,0.9811
S1-23873894,S3-546753062,India,S3,1,0.7667,0.6412
S1-238739788,S2-565814929,India,S2,1,0.8667,0.7165
S1-238790772,S3-88751055,US,S3,1,1.0000,1.0000
S1-238790772,S2-4595590,US,S2,2,0.9000,0.9919
S1-238790772,S2-236672048,US,S2,3,0.8667,0.9961
S1-238790772,S3-979538333,US,S3,6,0.7923,0.9735
S1-238790772,S3-504255467,US,S3,18,0.7496,0.9993
S1-238812660,S3-112549377,US,S3,1,1.0000,1.0000
S1-238812660,S2-724324207,US,S2,2,0.9333,0.9995
S1-238812660,S2-551870184,US,S2,3,0.7417,0.9985
S1-238934438,S2-106709026,US,S2,1,1.0000,0.9997
S1-238934438,S2-811053793,US,S2,2,0.8246,0.9995
S1-238934438,S3-77872711,US,S3,3,0.6704,0.9740
S1-238934438,S3-443947715,US,S3,5,0.4308,0.6347
S1-239070389,S2-203348699,US,S2,1,1.0000,1.0000
S1-239070389,S3-246115767,US,S3,2,0.7417,0.9980
S1-239070389,S2-628608236,US,S2,3,0.6000,0.9996
S1-239108549,S3-85708736,India,S3,1,0.8667,0.8761
S1-239121566,S3-762669547,US,S3,1,1.0000,1.0000
S1-239121566,S3-752703524,US,S3,2,1.0000,0.9998
S1-239121566,S3-351937640,US,S3,3,1.0000,1.0000
S1-239121566,S3-338902086,US,S3,4,1.0000,1.0000
S1-239121566,S2-227908881,US,S2,6,0.7500,0.9984
S1-239162047,S3-14196138,US,S3,8,0.7667,0.9988
S1-239178198,S3-188769766,US,S3,1,1.0000,0.9985
S1-239178198,S3-291261753,US,S3,2,0.9000,0.9999
S1-239178198,S2-41611249,US,S2,3,0.7583,0.9943
S1-239252785,S3-660502671,India,S3,1,0.9000,0.9495
S1-239252785,S3-656353918,India,S3,2,0.7333,0.9167
S1-239369241,S3-802473872,India,S3,3,0.8667,0.9644
S1-239369241,S3-319136559,India,S3,8,0.8667,0.9991
S1-239369241,S3-297569892,India,S3,9,0.8667,0.9088
S1-239369241,S2-684857624,India,S2,20,0.8667,0.3027
S1-23944621,S3-321638607,US,S3,1,1.0000,0.9995
S1-23944621,S3-467119769,US,S3,2,0.8756,0.9994
S1-23944621,S2-119451693,US,S2,3,0.8018,0.9991
S1-23944621,S2-462471609,US,S2,13,0.7299,0.9900
S1-239504086,S3-616861557,US,S3,1,0.7904,0.9983
S1-239504086,S3-234367064,US,S3,2,0.7812,0.9991
S1-239504086,S3-879352869,US,S3,3,0.7667,0.7899
S1-239504086,S3-442028716,US,S3,5,0.7667,0.7899
S1-23952301,S3-735681241,US,S3,1,1.0000,1.0000
S1-23952301,S3-365070031,US,S3,2,1.0000,0.9996
S1-23952301,S2-49272832,US,S2,3,1.0000,1.0000
S1-23952301,S2-311192638,US,S2,4,0.7798,0.9973
S1-23952301,S2-62321168,US,S2,5,0.7440,0.9987
S1-23952301,S2-621711459,US,S2,6,0.6932,0.9977
S1-23952301,S3-450788506,US,S3,7,0.6768,0.9993
S1-23958435,S2-210378316,US,S2,1,0.7496,0.9970
S1-239623505,S3-487732932,US,S3,1,0.8667,0.7053
S1-239623505,S2-835719527,US,S2,2,0.7667,0.2461
S1-239627253,S3-718290489,India,S3,1,1.0000,0.9976
S1-239808289,S3-324625937,India,S3,1,1.0000,0.9984
S1-239808289,S2-764522903,India,S2,3207,0.7026,0.9997
S1-23982712,S2-958273591,US,S2,1,0.9000,0.9960
S1-23982712,S3-429798701,US,S3,2,0.8333,0.9976
S1-23982712,S2-636557792,US,S2,4,0.7333,0.9921
S1-23982712,S3-448259049,US,S3,5,0.6863,0.9482
S1-239848545,S3-413828053,US,S3,1,1.0000,1.0000
S1-239848545,S2-9397833,US,S2,14,0.7667,0.5169
S1-239910955,S3-502754285,India,S3,1,1.0000,0.9989
S1-239910955,S2-959275901,India,S2,2,1.0000,1.0000
S1-239910955,S2-430452918,India,S2,3,1.0000,0.9997
S1-240010569,S3-313354461,US,S3,1,1.0000,1.0000
S1-240010569,S2-43869187,US,S2,2,1.0000,1.0000
S1-240010569,S3-536893418,US,S3,3,0.8212,0.9993
S1-240010569,S2-635495084,US,S2,4,0.7467,0.9952
S1-240012861,S3-965719169,US,S3,1,1.0000,0.9999
S1-240012861,S2-957852146,US,S2,2,1.0000,0.9992
S1-240012861,S2-756607834,US,S2,3,1.0000,0.9999
S1-240012861,S2-162976066,US,S2,4,0.8415,0.9997
S1-240041999,S3-391943062,India,S3,1,0.8667,0.9994
S1-240041999,S2-420764456,India,S2,2,0.8667,0.9991
S1-240041999,S2-402875617,India,S2,5,0.6659,0.5612
S1-240041999,S3-759106836,India,S3,164,0.4500,0.4985
S1-240041999,S3-478147717,India,S3,166,0.4500,0.5748
S1-240059546,S3-625680146,India,S3,1,0.8451,0.9995
S1-240059546,S3-977971789,India,S3,5,0.7133,0.9999
S1-240077204,S3-71026322,US,S3,1,1.0000,0.9997
S1-240077204,S2-957974086,US,S2,2,1.0000,1.0000
S1-240077204,S2-202727022,US,S2,3,1.0000,0.9993
S1-240077204,S2-12705971,US,S2,4,0.9000,0.9999
S1-240077204,S3-89611684,US,S3,5,0.7875,0.9999
S1-240077204,S2-169352011,US,S2,11,0.7048,0.9966
S1-240137079,S2-737650911,India,S2,1,1.0000,0.9992
S1-240137079,S3-189615381,India,S3,2,0.8667,0.9998
S1-240240433,S2-840170663,India,S2,1,1.0000,0.9999
S1-240259184,S3-1284516,US,S3,1,1.0000,1.0000
S1-240284477,S3-491959482,US,S3,1,1.0000,1.0000
S1-240284477,S2-208640072,US,S2,2,1.0000,1.0000
S1-240284477,S2-679362882,US,S2,3,0.8048,0.9967
S1-240321335,S3-69594347,India,S3,1,1.0000,0.9999
S1-240321335,S2-917122129,India,S2,2,1.0000,1.0000
S1-240321335,S3-419689283,India,S3,54,0.5429,0.9864
