s1_id,target_id,country,source,rank_in_arrival,channels,model_score,was_predicted_uncapped,would_pass_tau,s1_name,target_name,s1_addr,target_addr
S1-242026009,S3-964018683,India,S3,888,token_sort+tok_num+strip_name,0.9996,True,True,Soft Sangh,Soft Sangh,"Ramsneh Appt.P.N.78, Sn.26/1/1/1/1, J.B. Road, Nasik Rd., F.N.22, Maharashtra, Nashik, Nasik","MH, F.n.22, Nasik"
S1-242026009,S3-883559381,India,S3,1295,token_sort+tok_num+strip_name,0.9994,True,True,Soft Sangh,Soft Sangh,"Ramsneh Appt.P.N.78, Sn.26/1/1/1/1, J.B. Road, Nasik Rd., F.N.22, Maharashtra, Nashik, Nasik","F.n.22, Nasik, MH"
S1-242067945,S2-595449725,US,S2,55,tok_num,0.9957,True,True,Beth Chapel,BETH CHAPEL LP,"2201 39, Unit Apartment 20, Southampton, NY","2201 39, SHINNECOCK HILLS, NY"
S1-242067945,S2-718032317,US,S2,62,token_sort+tok_num+strip_name,0.9995,True,True,Beth Chapel,Beth Chapel Ltd,"2201 39, Unit Apartment 20, Southampton, NY","2201 39, SOUTHAMPTON, NY"
S1-242067945,S3-307019565,US,S3,120,tok_num,0.9918,True,True,Beth Chapel,Beth Services,"2201 39, Unit Apartment 20, Southampton, NY","2201 39, # Apartment 20, Shinnecock Hills, New York"
S1-242067945,S3-53537122,US,S3,147,token_sort+tok_num+strip_name,0.9996,True,True,Beth Chapel,Beth Chapel LLC LLC,"2201 39, Unit Apartment 20, Southampton, NY","2201 39, # Apartment 20, Southampton, New York"
S1-242156902,S3-563566742,US,S3,561,token_sort+tok_num+strip_name,0.9998,True,True,Onyx,Onyx LLC,"8908 William Penn Circle, Indianapolis, IN","#8908 William Penn Circle, Indianapolis, Indiana"
S1-242156902,S3-500225064,US,S3,701,tok_num,0.9998,True,True,Onyx,Tavotavo doing business as Onyx,"8908 William Penn Circle, Indianapolis, IN","8908 William Penn Circle, Indianapolis, IN"
S1-242235739,S2-260162704,US,S2,55,token_sort+strip_name,0.4712,False,False,Liberty Colonial Abrdn LLC,Liberty Colonial Abrdn,"120 Briar Glen Drive, Unit 106, Arden, NC","20 BRIAR GLEN DR, ARDEN, NC"
S1-242235739,S3-79231008,US,S3,144,tok_num,0.9994,True,True,Liberty Colonial Abrdn LLC,Liberty-Colonial Agbrdn LLC,"120 Briar Glen Drive, Unit 106, Arden, NC","120 Briar Glen Drive, # 106, Arden, North Carolina"
S1-242235739,S3-406975371,US,S3,157,tok_num,0.9977,True,True,Liberty Colonial Abrdn LLC,Liberty Abrdn LLC [Center],"120 Briar Glen Drive, Unit 106, Arden, NC","120 Briar Glen Drive, # 106, Arden, North Carolina"
S1-242335626,S3-80644493,India,S3,434,tok_num,0.9996,True,True,Best Lakshmi Constructions,Best Lakshmi,"C-15/31, Mahalaxmi Chambers, Near S. T. Stand, Kolhapur, Maharashtra","C-15/31, Near S. T. Stand, Kolhapur, MH"
S1-242335626,S3-448838919,India,S3,546,tok_num,0.9954,True,True,Best Lakshmi Constructions,बेस्ट Lakshmi Constructions,"C-15/31, Mahalaxmi Chambers, Near S. T. Stand, Kolhapur, Maharashtra","C-15/31, Mahalaxmi Chambers, Kolhapur, Near S. T. Stand, MH"
S1-242433296,S3-457091272,US,S3,7438,tok_num,0.9993,True,True,Delosreyes Equity Partners Inc,Delosreyes Equity Pártners Inc,"18 Lillian Road, Unit 1, Weymouth, MA","18 Lillian Roda, # 1, Weymouth, Massachusetts"
S1-242703575,S3-33336880,US,S3,45,tok_num,0.9846,True,True,"Espinoza Atlantic Strategies, Inc","Espinoza Atlantic Strtageites, Ínc","202 Crawford Street, Oakvale, WV","West Virginia, Oakvale, 202 Crawford St"
S1-243126766,S3-996908279,India,S3,46,token_sort+tok_num+strip_name,0.9996,True,True,Balanagar Industries Private Limited,Balanagar Limited Private [Industries],"Door No. 7-2-1795/C10/P2, Street 2, Czench, Colony, Sanathnagar, Balanagar, K.V.Rangareddy, Telangana","H.no 7-2-1795/C10/P2, Balanagar, TG"
S1-24318807,S2-230499183,India,S2,984,token_sort+tok_num+strip_name,0.9999,True,True,New Delhi India Group,new delhi india group,"C-5, Okhla Industrial Area, Phase-1, New Delhi, Central Delhi, Delhi","C-1, OKHLA INDUSTRIAL AREA, PHASE-1, NEW DELHI, Delhi"
S1-24318807,S2-380443430,India,S2,2056,token_sort+tok_num+strip_name,0.9999,True,True,New Delhi India Group,New Delhi India [Group],"C-5, Okhla Industrial Area, Phase-1, New Delhi, Central Delhi, Delhi","Delhi, C-1, OKHLA INDUSTRIAL AREA, PHASE-1, NEW DELHI"
S1-24318807,S3-871189376,India,S3,7939,token_sort+tok_num+strip_name,1.0000,True,True,New Delhi India Group,New Delhi India Group,"C-5, Okhla Industrial Area, Phase-1, New Delhi, Central Delhi, Delhi","C-5, Okhla Industrial Area, Phase-1, Central Delhi, DL"
S1-243312167,S3-88011407,India,S3,243,tok_num,0.9953,True,True,Bombay Business Limited,Bombay Buorsiess Limited,"Pvt No. 206, And 207 On Second Floor At 15A/36, Wea, Karol Bagh, New Delhi, New Delhi, Central Delhi, Delhi","Pvt No. A-206, And 207 On Second Floor At 15A/36, Wea, Karol Bagh, New Delhi, New Delhi, Central Delhi, DL"
S1-243312167,S3-424978423,India,S3,260,tok_num,0.9766,True,True,Bombay Business Limited,B0mbay Limited-Business,"Pvt No. 206, And 207 On Second Floor At 15A/36, Wea, Karol Bagh, New Delhi, New Delhi, Central Delhi, Delhi","Pvt No. A-206, New Delhi, DL, And 207 On Second Floor At 15A/36, Wea, Karol Bagh, New Delhi, Central Delhi"
S1-243312167,S3-230584016,India,S3,317,token_sort+tok_num+strip_name,0.9982,True,True,Bombay Business Limited,Bombay-Business Ltd,"Pvt No. 206, And 207 On Second Floor At 15A/36, Wea, Karol Bagh, New Delhi, New Delhi, Central Delhi, Delhi","Pvt No. A-206, And 207 On Second Floor At 15A/36, Wea, Karol Bagh, New Delhi, New Delhi, Central Delhi, DL"
S1-243316299,S3-109905946,India,S3,41,token_sort+tok_num+strip_name,0.9988,True,True,Aadidev Nursing Home Limited,Aadidev Nursing Home Ltd,"F. No-121, Marigold, Serene County, Telecom Nagar, Gachibowli, Seri Lingampally, Hyderabad, Telangana","Hn A-533 F. No-121, Seri Lingampally, TG"
S1-243397897,S2-814684151,India,S2,1030,token_sort+tok_num+strip_name,0.9996,True,True,Sarasraj Media Partners,Sarasraj Media-Partners Ltd,"Plot No 18 Rno-4, Sri Surya Nagar Bagh, Hayathnagar, K.V.Rangareddy, Telangana","PLT NO 18 RNO-4, SRI SURYA NAGAR BAGH, HAYATHNAGAR, Andhra Pradesh"
S1-243397897,S3-575737161,India,S3,4167,token_sort+tok_num+strip_name,0.9992,True,True,Sarasraj Media Partners,Sarasraj Media Partners Corporation,"Plot No 18 Rno-4, Sri Surya Nagar Bagh, Hayathnagar, K.V.Rangareddy, Telangana","Plot No #18 Rno-4, Sri Surya Nagar Bagh, Rangareddy, Hayathnagar, TG"
S1-243412726,S3-506704696,US,S3,43,tok_num,0.9985,True,True,Valley Imperii LLC,The Valley Imperii LLC,"611 Main Street, Norwich, CT","611-613 Main St, Norwich, Connecticut"
S1-243565220,S3-34205218,US,S3,504,tok_num,0.9836,True,True,Geor Equity Partners LLC,Geor Partners LLC Service,"1201 Broad Street, Bldg Building 3, Utica, NY","1201d Broad Saint, Building Building 3, Utica, New York"
S1-243565220,S3-955838992,US,S3,659,tok_num,0.9446,False,True,Geor Equity Partners LLC,Geor Equity LLC Center,"1201 Broad Street, Bldg Building 3, Utica, NY","1201d Broad Street, Bldg Building 3, Utica, New York"
S1-243854350,S3-745016871,India,S3,286,token_sort+tok_num+strip_name,0.9438,False,True,Gen & Sons Private Limited,Gen & Sons Private Ltd,"20, Suruchi Society, Ghod Dod Road, Surat, Gujarat","#292 20, Suruchi Society, Ghod Dod Road, Tapi, N/A, ગુજરાત"
S1-243854350,S3-968773629,India,S3,337,token_sort+tok_num+strip_name,0.9999,True,True,Gen & Sons Private Limited,gen & sons private limited,"20, Suruchi Society, Ghod Dod Road, Surat, Gujarat","#292 20, Suruchi Society, Ghod Dod Road, Tapi, N/A, GJ"
S1-243987127,S2-735598581,US,S2,82,tok_num,0.9979,True,True,Edgar Doubleline Partners,Edgar Edgar Doubleline,"521 Knoxville Street, Broken Arrow, OK","521 KNXVILLE ST, NULL, BROKEN ARROW, OK"
S1-243987127,S2-744526446,US,S2,86,tok_num,0.9982,True,True,Edgar Doubleline Partners,EDGAR DOUBLELINE,"521 Knoxville Street, Broken Arrow, OK","521 KNOXVILLE ST, NULL, BROKEN ARROW, OK"
S1-243987127,S3-463191648,US,S3,94,tok_num,0.9998,True,True,Edgar Doubleline Partners,Yumaonyxdelta d/b/a Edgar Doubleline Partners,"521 Knoxville Street, Broken Arrow, OK","Broken Arrow, OK, 521 Knoxville Street"
S1-243987127,S3-381199641,US,S3,118,token_sort+tok_num+strip_name,1.0000,True,True,Edgar Doubleline Partners,Edgar Doubleline Partners,"521 Knoxville Street, Broken Arrow, OK","Broken Arrow, 521 Knoxville St, Oklahoma"
S1-243987127,S3-228871973,US,S3,129,tok_num,0.9982,True,True,Edgar Doubleline Partners,Edgar Doubleline,"521 Knoxville Street, Broken Arrow, OK","521 Knoxville Street, Broken Arrow, Oklahoma"
S1-244091014,S2-339364294,India,S2,44,tok_num,0.9986,True,True,Construction Modern Fiscal Moulana Abul Kalam Azad Road,Construction Modern Fisca1 Moulana Abul Kalam Azad Road,"2Nd Floor 44, Moulana Abul Kalam Azad Road, West Bengal, Howrah","NO 2ND FLOOR 44, MOULANA ABUL KALAM AZAD ROAD, পশ্চিমবঙ্গ"
S1-244091014,S2-458632516,India,S2,47,tok_num,0.9935,True,True,Construction Modern Fiscal Moulana Abul Kalam Azad Road,Construction Moatrn Fiscal Moulana-Abul Kalam Azad Road,"2Nd Floor 44, Moulana Abul Kalam Azad Road, West Bengal, Howrah","NO 2ND FLOOR 44, MOUANA ABUL KALAM AZAD ROAD, পশ্চিমবঙ্গ"
S1-244183457,S2-716725738,India,S2,1290,tok_num,0.9999,True,True,Supreme Infrastructure Private Limited,Mr Supreme Infrastructure Private Ltd,"New Delhi, E-46/1 Okhla Industrial Area Phase - Ii, South Delhi, Delhi","E-46/1 OKHLA INDUSTRIAL AREA PHASE - II, NEW DELHI, Delhi"
S1-244183457,S3-723163213,India,S3,2300,token_sort+strip_name,0.6670,False,False,Supreme Infrastructure Private Limited,Supreme  Infrastructure Private Limited & Co,"New Delhi, E-46/1 Okhla Industrial Area Phase - Ii, South Delhi, Delhi",
S1-244190957,S3-905401034,US,S3,45,token_sort+tok_num+strip_name,1.0000,True,True,Rapid Liberty Publishing Inc,RAPID LIBERTY PUBLISHING INC,"202 Maple Creek Court, Apex, NC","202 Maple Creek Ct, Apex, North Carolina"
S1-244233911,S2-527287257,US,S2,48,tok_num,0.9997,True,True,Waneta's Grand Cleaning Service P.C.,Waneta'S Waneta'S Grand Cleaning Service P.C.,"121 Elkins Circle, Decaturville, TN","121 Elkins Cir, DECATURVILLE, TN"
S1-244233911,S2-173374310,US,S2,51,tok_num,0.9998,True,True,Waneta's Grand Cleaning Service P.C.,Waneta's Grand Cleaning Service Inc,"121 Elkins Circle, Decaturville, TN","121 ELKINS CIR, DECATURVILLE, TN"
S1-244233911,S2-895401874,US,S2,63,tok_num,0.9998,True,True,Waneta's Grand Cleaning Service P.C.,WANETA'S GRAND CLEANING SERVICE,"121 Elkins Circle, Decaturville, TN","121 ELKINS CIR, DECATURVILLE, TN"
S1-244233911,S3-533669578,US,S3,80,tok_num,0.9997,True,True,Waneta's Grand Cleaning Service P.C.,Deltadrexio née Waneta's Grand Cleaning Service P.C.,"121 Elkins Circle, Decaturville, TN","121 Elkins Circle, Decaturville, TN"
S1-244233911,S3-33634516,US,S3,119,tok_num,0.9996,False,True,Waneta's Grand Cleaning Service P.C.,Waneta's Grand Cleaning Service PC,"121 Elkins Circle, Decaturville, TN","Decaturville, 121 Elkins Circle, Tennessee"
S1-244233911,S3-79816025,US,S3,121,tok_num,0.9998,True,True,Waneta's Grand Cleaning Service P.C.,Waneta's Grand Cleaning Service LLC,"121 Elkins Circle, Decaturville, TN","121 Elkins Circle, Decaturville, Tennessee"
S1-244358602,S2-383979382,India,S2,76,tok_num,0.9995,True,True,Tirupati Galaxy Agro Pvt Ltd,Tirupati Galaxy Pvt Ltd Service,"Plot No. 16, Survey No. 86, K D Smark Trust I.T.C., Dist.: Junagadh, Kadvasan, Junagadh, Gujarat","PLOT NO. 16, SURVEY NO. 86, K D SMARK TRUST I.T.C., DIST.: JUNAGADH, KADVASAN, Gujarat"
S1-244358602,S3-5712798,India,S3,403,token_sort+tok_num+strip_name,0.9999,True,True,Tirupati Galaxy Agro Pvt Ltd,TIRUPATI GALAXY AGRO PVT LTD,"Plot No. 16, Survey No. 86, K D Smark Trust I.T.C., Dist.: Junagadh, Kadvasan, Junagadh, Gujarat","Plot No. 16, Kadvasan, Junagadh, ગુજરાત"
S1-244483029,S3-832855350,US,S3,587,token_sort+strip_name,0.7714,False,False,Cedar South,cedar south,"5559 Parrish Road, Fl 1, Thompsonville, IL",
S1-244591139,S3-608068067,India,S3,56,tok_num,0.9303,False,False,Eastern Constructions Private Limited,Eastern Cónstructions Private Limited,"Fl No F1 602 Jasminium, Magarpatta City Hadapsar, Pune City, Pune, Maharashtra","Fl No F001 602 Jasminium, N/A, Pune, MH"
S1-244591139,S3-442510412,India,S3,90,token_sort+tok_num+strip_name,0.9989,True,True,Eastern Constructions Private Limited,Eastern  Constructions Private,"Fl No F1 602 Jasminium, Magarpatta City Hadapsar, Pune City, Pune, Maharashtra","Fl No F001 602 Jasminium, N/A, Pune City, Pune, MH"
S1-244591139,S3-67594237,India,S3,93,tok_num,0.9996,True,True,Eastern Constructions Private Limited,M/s Eastern  Constructions Private Limited,"Fl No F1 602 Jasminium, Magarpatta City Hadapsar, Pune City, Pune, Maharashtra","Fl No F001 602 Jasminium, N/A, Pune City, Pune, MH"
S1-244596015,S3-950662738,India,S3,42,token_sort+tok_num+strip_name,0.9943,True,True,Chandriya Technologies Private Limited,Chandriya Technologies Private,"H. No. 122/125, Panjwani, Enterprises, Gandhi Chouk, Armori, Gadchiroli, Maharashtra","H.no 122/125, Panjwani, Enterprises, Gandhi Chouk, Armori, Gadchiroli, MH"
S1-244643323,S2-293378483,India,S2,77,token_sort+tok_num+strip_name,0.9861,True,True,Good Life Services Pvt Ltd,Good Life Services Pvt Limited,"Plot No. 100-101, Sector-35, Hsiidc Udyog Vihar, Phase-Vii, Sadar Bazar, Gurgaon, Haryana","PLOT NO. 100-101/6 , SECTOR-35, HSIIDC UDYOG VIHAR, PHASE-VII, SADAR BAZAR, Haryana"
S1-244725046,S2-997529941,US,S2,437,token_sort+strip_name,0.9998,True,True,Vision Golden Center Inc,VISION GOLDEN CENTER INC,"944 David Drive, Unit 2, Bensenville, IL","David Drive, BENSENVILLE, IL"
S1-244725046,S2-677526522,US,S2,561,tok_num,0.9983,True,True,Vision Golden Center Inc,VISION GÓLDEN CENTER INC,"944 David Drive, Unit 2, Bensenville, IL","IL, BENSENVILLE, 944 DAVID DR"
S1-244725046,S2-262460953,US,S2,587,token_sort+tok_num+strip_name,0.9978,True,True,Vision Golden Center Inc,Vision Inc Center Golden,"944 David Drive, Unit 2, Bensenville, IL","944 DAVID DRIVE, BENSENVILLE, IL"
S1-244783908,S2-807297397,India,S2,1081,token_sort+tok_num+strip_name,1.0000,True,True,Bhuvi Marketing Private Limited,BHUVI MARKETING PRIVATE LIMITED,"Kozhikode, Kerala, Businesspark Twr 2Nd Flr, D.No: 2/1149/I 100 Hilite","D.NO: 2/1149/I- 100 HILITE, BUSINESSPARK TWR 2ND FLR, KOZHIKODE, Kerala"
S1-244783908,S3-122120882,India,S3,1744,token_sort+strip_name,0.7047,False,False,Bhuvi Marketing Private Limited,Bhuvi Marketing Private Ltd,"Kozhikode, Kerala, Businesspark Twr 2Nd Flr, D.No: 2/1149/I 100 Hilite",
S1-244783908,S3-686435410,India,S3,2306,tok_num,0.9997,True,True,Bhuvi Marketing Private Limited,Shri Bhuvi Marketing Private Ltd,"Kozhikode, Kerala, Businesspark Twr 2Nd Flr, D.No: 2/1149/I 100 Hilite","Kozhikode, D.no: 2/1149/I 100 Hilite, Businesspark Twr 2Nd Flr, KL, Kozhikode"
S1-244805024,S2-89012736,US,S2,241,token_sort,0.9988,True,True,Pediatric Partners Inc.,Partners Pediatric Inc.,"Sacramento, Unit APT 68, CA, 1941 Bell Street","941 BELL ST, ARDEN-ARCADE, CA"
S1-244805024,S2-228930144,US,S2,392,token_sort+tok_num+strip_name,0.9973,True,True,Pediatric Partners Inc.,Pediatric Partners,"Sacramento, Unit APT 68, CA, 1941 Bell Street","SACRAMENTO, 1941 BELL ST, CA"
S1-244805024,S3-950535561,US,S3,1054,token_sort+tok_num+strip_name,0.9999,True,True,Pediatric Partners Inc.,Pediatric Partners Inc,"Sacramento, Unit APT 68, CA, 1941 Bell Street","1941 Bell St, # APT 68, Arden-Arcade, California"
S1-245154376,S3-447631005,US,S3,112,tok_num,0.9995,True,True,Straight Edge Pub,Lumorbi F/K/A Straight Edge Pub,"345 Sierra Circle, Gillette, WY","Gillette, 345 Sierra Circle, WY"
S1-245297914,S3-348107687,India,S3,320,token_sort+tok_num+strip_name,0.9956,True,True,Lotus Producer Private Limited,Lotus Producer Private,"206, Padma Tower-Ii, 22, Rajendra Place, New Delhi, Central Delhi, Delhi","#206, New Delhi, Central Delhi, DL"
S1-245297914,S3-818095160,India,S3,502,token_sort+tok_num+strip_name,0.9948,True,True,Lotus Producer Private Limited,Lotus Producer Limited  Center,"206, Padma Tower-Ii, 22, Rajendra Place, New Delhi, Central Delhi, Delhi","Central Delhi, #206, New Delhi, DL"
S1-245733805,S2-81440013,India,S2,330,tok_num,0.9557,True,True,Sariska Developers Pvt. Ltd.,LTD. SARISKA PVT. CENTER,"5, Kolkata, West Bengal, Howrah, Tara Chand Dutt Street, 4Th Floor, Kolkata","5., KOLKATA, HOWRAH, পশ্চিমবঙ্গ"
S1-245733805,S3-237037237,India,S3,855,token_sort+tok_num+strip_name,0.9999,True,True,Sariska Developers Pvt. Ltd.,sariska developers pvt. ltd.,"5, Kolkata, West Bengal, Howrah, Tara Chand Dutt Street, 4Th Floor, Kolkata","Kolkata, 5, পশ্চিমবঙ্গ, Howrah"
S1-246330217,S2-134518050,US,S2,107,token_sort+tok_num+strip_name,1.0000,True,True,Gulf Society Group,GULF SOCIETY [GROUP],"260 Garland Avenue, Unit Unit B, Rochester, NY","260 GARLAND AVENUE, ROCHESTER, NY"
S1-246429781,S2-113369882,India,S2,208,token_sort+tok_num+strip_name,0.9998,True,True,New (india) Ltd,New (india) Ltd.,"Tower A-0002, Park View Spa, Sector 47, Gurgaon, Haryana","NO. 520 TOWER A-0002, PARK VIEW SPA, SECTOR 47, GURGAON, Haryana"
S1-246429781,S2-833044595,India,S2,1070,tok_num,0.8180,False,False,New (india) Ltd,New (efinfdi)a Ltd,"Tower A-0002, Park View Spa, Sector 47, Gurgaon, Haryana","NO 520 TOWER A-0002, PARK VIEW SPA, SECTOR 47, GURGAON, Haryana"
S1-246429781,S3-507948453,India,S3,3267,token_sort+tok_num+strip_name,1.0000,True,True,New (india) Ltd,New (india) Ltd.,"Tower A-0002, Park View Spa, Sector 47, Gurgaon, Haryana","Tower A-0002, Park View Spa, Sector 47, Gurgaon, Sohna Road, HR"
S1-246429781,S3-919864869,India,S3,4617,token_sort+tok_num+strip_name,0.9966,True,True,New (india) Ltd,New (india),"Tower A-0002, Park View Spa, Sector 47, Gurgaon, Haryana","Towre A-0002, Park View Spa, Sector 47, Gurgaon, Sohna Road, HR"
S1-246452779,S3-579848036,India,S3,46,tok_num,0.9956,True,True,Radhey Brothers Pvt. Ltd.,Mr Radhey Radhey Brothers Pvt Ltd,"224, M.G. Road 3Rd Floor, Kolkata, Howrah, West Bengal","224, M.g. Road 3Rd Floor, Kolkata, Howrah, পশ্চিমবঙ্গ"
S1-246452779,S3-59188702,India,S3,57,tok_num,0.9967,True,True,Radhey Brothers Pvt. Ltd.,Mr Radhey Ltd. Pvt. Brothers,"224, M.G. Road 3Rd Floor, Kolkata, Howrah, West Bengal","Howrah, WB, M.g. Road 3Rd Floor, 224, Kolkata"
S1-246452779,S3-697725162,India,S3,73,tok_num,0.9989,True,True,Radhey Brothers Pvt. Ltd.,M/s Radhey Bróthers Pvt. Ltd.,"224, M.G. Road 3Rd Floor, Kolkata, Howrah, West Bengal","224, M.g. Road 3Rd Floor, Kolkata, Howrah, WB"
S1-246469441,S3-849039204,India,S3,5168,tok_num,0.9985,True,True,Alpha Exports Pvt Ltd,Sri Alpha Exports Ltd Pvt,"99/2 & 99/3, N.R. Road, Bangalore - 560 002., Bangalore, Karnataka","Door No 9/2 & 99/3, N.r. Road, Bangalore - 560 002., Bangalore, ಕರ್ನಾಟಕ"
S1-246624158,S2-969994454,US,S2,42,tok_num,0.9996,True,True,A Cure 9 All,A Cure 9 Áll,"1501 Town And Country Drive, Sand Springs, OK","1501 TOWN AND COUNTRY DRIVE, SAND SPRINGS, OK"
S1-246624158,S2-165118846,US,S2,47,tok_num,0.9992,True,True,A Cure 9 All,A Cure 9 All LP,"1501 Town And Country Drive, Sand Springs, OK","1501 TOWN AND COUNTRY DRIVE, SAND SPRINGS, OK"
S1-246624158,S3-59261523,US,S3,93,token_sort+strip_name,0.9973,True,True,A Cure 9 All,a cure 9 all,"1501 Town And Country Drive, Sand Springs, OK","1501b Town And Country Dr, Oklahoma, Sand Springs"
S1-246682048,S2-258500490,India,S2,75,token_sort+tok_num+strip_name,1.0000,True,True,Shreenath Trust,Shreenath  Trust,"1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, Delhi","1898-A/1, KASTURBA NAGAR KOTLA MUBARAKPUR, LODHI ROAD, DELHI, Delhi"
S1-246682048,S2-319748044,India,S2,647,token_sort+tok_num+strip_name,0.9998,True,True,Shreenath Trust,Shreenath  Trust Corp,"1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, Delhi","1898-A/1, KASTURBA NAGAR KOTLA MUBARAKPUR, LODHI ROAD, DELHI, Delhi"
S1-246682048,S2-909622463,India,S2,1299,tok_num,0.9999,True,True,Shreenath Trust,Mr SHREENATH TRUST CORP,"1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, Delhi","1898-A/1, KASTURBA NAGAR KOTLA MUBARAKPUR, LODHI ROAD, DELHI, Delhi"
S1-246682048,S3-131971652,India,S3,1844,token_sort+tok_num+strip_name,0.9472,False,True,Shreenath Trust,Shreenath Trust Corp,"1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, Delhi","#293 1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, DL"
S1-246682048,S3-605953450,India,S3,2440,token_sort+tok_num+strip_name,0.9999,True,True,Shreenath Trust,Shreenath Trust,"1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, Delhi","Central Delhi, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Door No 293 1898-A/1, DL, Delhi"
S1-246682048,S3-499305679,India,S3,2464,tok_num,0.9947,True,True,Shreenath Trust,Shreenath Tmcct,"1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, Delhi","Doro No 293 1898-A/1, Kasturba Nagar Kotla Mubarakpur, Lodhi Road, Delhi, Central Delhi, दिल्ली"
S1-246738451,S3-712139112,India,S3,3113,tok_num,0.6545,False,False,Pioneer Energy Limited,Sri Pioneer Limited Center,"2/3, Vimal Darshan R.R.T. Road, Mulund West, Mumbai, Bandra Suburban, Maharashtra","Bombay, 9/3, महाराष्ट्र, Bandra Suburban, Vimal Darshan R.r.t. Road, Mulund West"
S1-246738451,S3-67951071,India,S3,3856,tok_num,0.2726,False,False,Pioneer Energy Limited,Service Pioneer Limited,"2/3, Vimal Darshan R.R.T. Road, Mulund West, Mumbai, Bandra Suburban, Maharashtra","9/3, Vimal Darshan R.r.t. Road, Mulund West, Bandra Suburban, Bombay, MH"
S1-246842808,S2-94788007,US,S2,61,token_sort+tok_num+strip_name,0.9999,True,True,Rev It Up Cleaning Service! Inc.,REV IT  UP CLEANING SERVICE!,"631 Millett Drive, Dallas, TX","631 MILLETT DR, DALLAS, TX"
S1-247067025,S3-480897518,US,S3,58,token_sort+tok_num+strip_name,1.0000,True,True,JC Leapfrog LLC,JC Leapfrog  LLC,"2819 Kerrisdale Ridge Drive, Fl 1, Medford, OR","2819 Kerrisdare Ridge Dr, Fl. 1, Oregon, Medford"
S1-247345740,S2-556580597,India,S2,333,tok_num,0.9973,True,True,Sara Infotech Private Limited,Smt SARA INBOTECH  PRIVATE LIMITED,"164, Street No.1 Opp. Kapashera Police Station, Delhi, South West Delhi, Delhi","164, STREET NO.1 OPP. KAPASHERA POLILE STATION, DELHI, Delhi"
S1-247345740,S2-685404879,India,S2,569,tok_num,0.9716,True,True,Sara Infotech Private Limited,Sara Private Límited Partners,"164, Street No.1 Opp. Kapashera Police Station, Delhi, South West Delhi, Delhi","164, STREET NO.1 OPP. KAPASHERA POLICE STATION, DELHI, दिल्ली"
S1-247345740,S2-319847168,India,S2,606,token_sort+tok_num+strip_name,0.9988,True,True,Sara Infotech Private Limited,SARA INFOTECH PRIVATE,"164, Street No.1 Opp. Kapashera Police Station, Delhi, South West Delhi, Delhi","164, STREET NO.1 OPP. KAPASHERA POLICE STATION, DELHI, Delhi"
S1-247345740,S3-447187090,India,S3,1045,tok_num,0.3556,False,False,Sara Infotech Private Limited,Sara Igtrooch Private Limited,"164, Street No.1 Opp. Kapashera Police Station, Delhi, South West Delhi, Delhi","Plot 621 164, South West Delhi, Delhi, DL"
S1-247345740,S3-166967744,India,S3,1627,token_sort+tok_num+strip_name,0.8198,False,False,Sara Infotech Private Limited,Limited Sara Infotech Services,"164, Street No.1 Opp. Kapashera Police Station, Delhi, South West Delhi, Delhi","South West Delhi, दिल्ली, Delhi, Plot 621 164"
S1-247345740,S3-162218404,India,S3,1801,token_sort+tok_num+strip_name,0.9922,True,True,Sara Infotech Private Limited,... Sara Infotech Private  Limited,"164, Street No.1 Opp. Kapashera Police Station, Delhi, South West Delhi, Delhi","Delhi, South West Delhi, Plot 621 164, DL"
S1-247446123,S2-541769660,India,S2,51,token_sort+tok_num+strip_name,0.9999,True,True,Stone Building Private Limited,STONE BUILDING PRIVATE-LIMITED,"No.4081, Tower 4, Prestige, Bagmane Temple Bells, Bangalore South, Bangalore, Karnataka","NO.4081, TOWER 4, PRESTIGE, BAGMANE TEMPLE BELLS, BANGALORE SOUTH, ಕರ್ನಾಟಕ"
S1-247446123,S3-150243889,India,S3,66,tok_num,0.9981,True,True,Stone Building Private Limited,Private Stone Buidling Limited,"No.4081, Tower 4, Prestige, Bagmane Temple Bells, Bangalore South, Bangalore, Karnataka","No 4081, Tower 4, Prestige, Bagmane Temple Bells, Bangalore South, Bengaluru Urban, KA"
S1-24754062,S3-791978179,India,S3,974,token_sort+tok_num,0.9993,True,True,Pioneer Great Global Private Limited,Great Pioneer,"Kh No. 249/1 G/F, Pole No 429, New Delhi, South West Delhi, Delhi","New Delhi, South West Delhi, Delhi, Kh No. 249/1 G/F, Pole No 429"
